Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
0,24.0,1,11,0,1,1,2630,152,213,0.0
0,47.0,1,25,0,0,1,35651,124,133,1.0
1,48.0,1,50,1,0,0,26919,18,228,0.0
1,44.0,1,28,0,2,1,53811,124,97,1.0
1,56.0,1,8,0,2,1,38698,124,37,1.0
1,24.0,1,6,1,1,0,41523,152,64,0.0
1,44.0,1,28,0,2,1,2630,124,155,1.0
1,51.0,1,8,0,2,1,53640,26,144,0.0
1,30.0,1,8,1,1,0,37590,152,272,0.0
0,47.0,1,28,0,0,1,32315,26,102,1.0
0,38.0,1,18,0,0,1,27715,26,138,0.0
0,39.0,1,46,0,0,1,26893,124,81,1.0
0,54.0,1,35,0,0,1,37308,154,241,1.0
1,43.0,1,8,1,0,0,42299,7,281,0.0
1,67.0,1,41,1,0,0,41958,124,82,0.0
0,43.0,1,50,0,0,1,23195,124,227,0.0
0,45.0,1,47,0,0,1,35833,124,249,1.0
1,46.0,1,46,0,0,1,39146,124,198,1.0
1,52.0,1,41,0,0,1,27184,26,279,0.0
0,30.0,1,28,0,0,1,43262,154,193,1.0
1,31.0,1,46,1,1,0,29255,152,105,0.0
1,57.0,1,28,0,0,1,35308,26,269,1.0
0,24.0,1,30,1,1,0,43514,152,12,0.0
0,33.0,1,41,0,0,1,24798,157,275,1.0
0,44.0,1,41,0,0,1,27313,26,259,1.0
1,49.0,1,28,0,0,1,37296,26,76,1.0
0,53.0,1,43,0,0,1,22872,124,91,1.0
1,53.0,1,29,1,0,0,38296,26,257,0.0
1,47.0,1,13,0,0,1,32399,124,69,1.0
1,62.0,1,28,0,0,1,79361,124,162,0.0
0,27.0,1,15,1,1,0,30348,152,261,0.0
1,26.0,1,31,1,1,0,2630,152,133,0.0
1,24.0,1,41,0,1,1,33882,152,167,1.0
0,48.0,1,28,0,2,1,37154,124,113,1.0
1,40.0,1,28,0,0,1,39679,122,263,1.0
1,25.0,1,3,1,1,0,26708,152,85,0.0
0,22.0,1,10,1,1,1,2630,152,68,0.0
1,49.0,1,36,1,0,0,2630,124,290,0.0
0,78.0,1,28,0,2,1,35980,124,93,1.0
1,58.0,1,41,0,0,1,2630,157,99,0.0
0,41.0,1,28,0,0,0,49871,124,119,1.0
1,46.0,1,28,0,0,1,59945,26,181,1.0
0,35.0,1,28,0,0,1,36164,124,208,1.0
0,42.0,1,28,0,0,0,45469,26,103,0.0
0,47.0,1,28,0,2,1,32201,26,193,1.0
0,37.0,1,28,1,0,0,49509,13,218,1.0
0,46.0,1,28,0,0,1,47195,26,198,1.0
0,46.0,1,28,0,0,1,73226,122,279,0.0
1,48.0,1,28,1,0,0,55883,124,33,0.0
1,52.0,1,18,0,0,1,26137,124,179,0.0
1,32.0,1,8,0,1,1,43569,163,188,1.0
1,35.0,1,46,0,0,1,2630,11,11,1.0
1,53.0,1,28,0,0,1,33751,26,145,1.0
0,38.0,1,36,0,0,1,31108,26,51,0.0
1,48.0,1,41,0,0,1,33703,124,150,0.0
0,37.0,1,46,0,0,0,2630,124,217,0.0
1,40.0,1,28,0,0,1,41858,154,236,0.0
1,24.0,1,6,0,1,0,28416,152,233,0.0
0,43.0,1,28,0,0,1,38086,122,14,1.0
1,62.0,1,41,0,0,1,49659,152,200,0.0
1,22.0,1,32,0,1,1,2630,26,32,0.0
1,21.0,1,13,0,1,1,34322,160,142,1.0
0,36.0,1,28,0,0,1,43735,124,278,1.0
0,24.0,1,18,1,1,0,25536,152,39,0.0
0,34.0,1,27,1,0,0,27342,152,294,0.0
0,24.0,1,18,1,1,0,33114,152,83,0.0
1,36.0,1,18,0,0,1,2630,124,187,1.0
1,48.0,1,28,0,2,1,31217,124,25,1.0
1,67.0,1,41,1,0,1,26466,124,143,0.0
0,69.0,1,28,1,0,1,53563,124,193,0.0
0,22.0,1,32,0,1,1,36705,152,276,1.0
1,54.0,1,11,0,2,1,2630,157,56,1.0
0,24.0,1,46,1,1,0,22597,152,124,0.0
1,42.0,1,28,0,0,1,38098,124,139,1.0
0,49.0,1,14,0,0,1,27028,26,214,1.0
0,34.0,1,28,0,0,1,53930,155,59,1.0
1,31.0,1,28,1,1,0,28954,152,272,0.0
0,42.0,1,28,0,0,1,27378,124,153,1.0
0,23.0,1,28,0,1,1,37254,152,214,1.0
1,61.0,1,28,0,0,1,36457,26,85,1.0
0,32.0,1,28,0,0,1,37988,154,34,1.0
1,38.0,1,28,0,2,1,28733,124,187,1.0
1,29.0,1,14,1,0,0,31772,26,141,0.0
0,23.0,1,40,0,1,1,40259,152,85,0.0
0,36.0,1,41,0,0,1,28697,26,270,1.0
1,51.0,1,28,0,0,1,26041,26,93,1.0
0,45.0,1,28,0,0,1,38287,26,298,1.0
0,23.0,1,35,1,1,0,34321,152,135,0.0
0,67.0,1,35,0,0,1,2630,124,51,1.0
1,27.0,1,28,1,1,0,49244,152,234,0.0
0,50.0,1,48,1,0,1,2630,15,87,0.0
0,33.0,1,28,0,0,1,29318,155,91,1.0
1,35.0,1,28,0,0,0,40264,124,109,1.0
0,69.0,1,41,1,0,0,18768,124,37,0.0
0,41.0,1,47,0,0,1,30747,124,48,1.0
0,56.0,1,45,0,0,1,2630,152,92,1.0
0,43.0,1,28,0,0,1,48603,124,262,0.0
1,32.0,1,30,0,1,1,2630,152,56,1.0
1,21.0,1,30,1,1,0,27617,160,156,0.0
1,24.0,1,26,1,1,0,2630,152,11,0.0
1,59.0,1,28,0,0,1,37780,26,206,1.0
0,39.0,1,41,0,0,1,39236,124,292,1.0
1,31.0,1,18,0,1,1,2630,152,154,0.0
1,44.0,1,28,0,0,1,53387,124,39,1.0
0,28.0,1,10,0,0,1,28696,157,95,1.0
0,35.0,1,6,0,0,1,25543,156,19,1.0
0,26.0,1,3,1,1,0,2630,152,161,0.0
1,56.0,1,8,1,0,0,37416,7,131,0.0
1,36.0,1,34,0,0,1,28262,124,217,1.0
1,30.0,1,50,0,1,1,28946,152,169,1.0
1,21.0,1,13,0,1,1,40324,152,117,1.0
0,39.0,1,8,0,0,1,2630,26,220,1.0
0,46.0,1,29,0,0,0,23055,26,259,0.0
0,34.0,1,21,0,0,1,24165,26,235,1.0
0,44.0,1,28,0,0,1,40043,124,173,0.0
0,21.0,1,9,1,1,0,41813,152,298,0.0
1,24.0,1,30,0,1,1,2630,154,59,0.0
1,63.0,1,28,0,2,1,35518,122,173,1.0
1,44.0,1,28,0,0,1,2630,124,112,1.0
1,53.0,1,28,0,2,1,39254,26,97,0.0
1,75.0,1,15,0,0,1,2630,156,195,0.0
0,26.0,1,6,1,1,0,30016,152,146,0.0
0,25.0,1,10,0,1,0,27096,152,235,0.0
0,24.0,1,14,1,1,0,36128,152,238,0.0
1,58.0,1,28,0,0,1,30269,26,31,1.0
1,46.0,1,46,0,2,1,30700,26,294,1.0
1,59.0,1,28,0,0,1,59430,26,250,0.0
0,36.0,1,4,0,0,1,2630,156,171,1.0
1,45.0,1,28,0,0,1,41535,26,251,1.0
1,55.0,1,28,0,0,1,56920,124,200,1.0
0,58.0,1,28,0,0,1,46156,29,35,0.0
1,23.0,1,47,1,1,0,35547,26,86,0.0
0,54.0,1,28,0,0,1,40949,26,84,1.0
1,45.0,1,28,0,0,1,23593,124,98,1.0
1,65.0,1,28,0,2,1,53460,26,55,1.0
1,28.0,1,28,1,1,0,46959,152,184,0.0
0,23.0,1,8,1,1,0,29583,152,107,0.0
1,34.0,1,15,0,0,0,23316,26,234,0.0
1,60.0,1,28,0,0,1,48811,26,220,1.0
1,66.0,1,28,0,0,1,57192,124,51,1.0
0,45.0,1,28,1,0,1,33175,124,293,0.0
0,32.0,1,14,0,1,1,2630,156,91,1.0
0,66.0,1,28,0,0,1,36579,26,43,1.0
1,37.0,1,28,1,0,0,41130,152,24,0.0
1,42.0,1,41,0,0,1,36530,12,246,1.0
0,45.0,1,28,0,0,1,31312,154,126,1.0
1,74.0,1,46,0,2,1,2630,11,231,1.0
0,45.0,1,29,0,0,0,32938,26,269,0.0
1,30.0,1,48,0,0,1,2630,124,286,1.0
1,39.0,1,41,1,0,0,23622,124,16,0.0
1,23.0,1,23,0,1,1,23528,26,263,1.0
0,45.0,1,28,0,2,1,65839,26,35,1.0
0,44.0,1,28,0,0,1,37097,29,15,0.0
1,61.0,1,28,0,2,1,52519,26,198,1.0
1,49.0,1,28,0,0,1,28418,26,28,1.0
1,28.0,1,36,1,1,0,2630,152,271,0.0
1,67.0,1,28,0,0,1,44208,52,288,1.0
1,47.0,1,33,0,0,1,34969,26,183,1.0
1,48.0,1,20,0,2,1,2630,157,131,0.0
1,34.0,1,50,0,0,1,45580,124,212,1.0
0,45.0,1,3,0,0,1,60647,26,174,0.0
1,23.0,1,41,1,1,0,36202,152,54,0.0
0,27.0,1,29,1,1,0,2630,152,198,0.0
0,51.0,1,8,1,0,0,42858,26,185,0.0
0,58.0,1,36,0,0,0,2630,14,45,1.0
0,40.0,1,28,0,0,1,39517,124,204,1.0
1,27.0,1,8,1,1,0,26643,152,53,0.0
1,23.0,1,50,0,0,0,2630,157,174,0.0
0,24.0,1,41,1,1,0,29731,152,103,0.0
0,21.0,1,16,0,1,1,34609,160,290,0.0
0,27.0,1,29,1,1,0,30607,152,262,0.0
0,22.0,1,26,0,1,0,35948,152,297,0.0
1,43.0,1,28,0,2,1,39640,26,81,1.0
0,22.0,1,46,1,1,0,26091,152,96,0.0
1,67.0,1,28,1,0,0,41264,26,163,0.0
1,22.0,1,45,0,1,1,28806,26,72,0.0
1,55.0,1,48,0,0,1,2630,25,236,0.0
1,24.0,1,8,0,1,0,48176,160,266,0.0
1,25.0,1,9,0,1,1,31006,152,11,0.0
1,21.0,1,50,0,1,1,39071,152,43,0.0
1,55.0,1,29,0,0,1,2630,26,77,1.0
0,28.0,1,28,0,1,1,2630,158,195,1.0
1,41.0,1,47,0,2,1,26362,124,191,1.0
1,54.0,1,33,0,0,1,2630,26,102,1.0
1,38.0,1,46,0,0,1,2630,124,179,1.0
1,45.0,1,12,0,2,1,32232,124,118,1.0
1,25.0,1,6,1,1,0,32052,152,168,0.0
1,42.0,1,28,1,0,0,25272,13,239,0.0
0,26.0,1,15,0,1,1,29611,152,207,1.0
0,25.0,1,36,1,1,0,42064,152,174,0.0
1,38.0,1,46,0,0,1,26154,154,84,1.0
1,57.0,1,33,0,2,1,38378,124,207,1.0
1,35.0,1,3,0,0,1,23707,122,215,0.0
1,21.0,1,35,0,1,1,36066,160,129,0.0
1,38.0,1,28,0,0,1,31408,124,162,1.0
1,48.0,1,28,0,0,1,39069,124,275,1.0
1,23.0,1,8,1,1,0,60335,152,205,0.0
1,42.0,1,0,0,0,1,2630,26,196,1.0
0,54.0,1,20,0,0,1,2630,26,254,0.0
0,48.0,1,28,0,0,1,2630,124,68,1.0
1,21.0,1,28,0,0,1,2630,157,49,0.0
0,61.0,1,14,0,0,1,2630,124,273,1.0
1,38.0,1,33,1,0,0,58435,26,251,0.0
0,42.0,1,28,0,0,1,33200,26,163,1.0
1,56.0,1,43,0,0,1,25398,8,212,0.0
0,45.0,1,28,0,0,1,27622,44,129,1.0
0,25.0,1,50,1,1,0,42720,152,35,0.0
1,38.0,1,28,0,0,1,69856,124,76,1.0
1,48.0,1,28,0,0,1,43613,26,44,1.0
1,34.0,1,29,0,0,1,2630,124,81,1.0
0,30.0,1,28,0,0,1,2630,157,280,1.0
1,21.0,1,36,1,1,0,30139,152,65,0.0
0,39.0,1,28,0,0,1,29324,163,204,1.0
1,24.0,1,10,1,1,0,26917,152,42,0.0
1,22.0,1,17,0,1,1,44545,152,39,0.0
0,41.0,1,28,0,0,1,45618,26,201,1.0
0,52.0,1,40,0,0,1,23420,26,220,1.0
1,53.0,1,28,0,1,1,40470,26,221,1.0
0,28.0,1,46,0,1,1,24348,152,52,1.0
1,53.0,1,28,1,0,0,38566,26,233,0.0
1,37.0,1,40,0,0,1,26793,124,117,0.0
1,53.0,1,45,0,0,1,22357,125,200,1.0
0,47.0,1,46,0,0,1,2630,157,83,1.0
1,58.0,1,14,1,0,0,46897,26,131,0.0
1,25.0,1,35,0,1,1,26564,124,37,1.0
0,66.0,1,20,1,0,0,2630,124,223,0.0
1,43.0,1,43,0,0,1,81423,26,263,0.0
0,41.0,1,46,0,0,1,30513,26,48,1.0
1,60.0,1,28,0,0,1,66139,26,128,0.0
1,30.0,1,28,0,1,1,38861,154,165,0.0
1,43.0,1,18,0,0,1,34496,124,167,1.0
0,78.0,1,28,0,0,1,38818,26,153,0.0
0,67.0,1,28,0,0,1,37038,26,210,0.0
0,49.0,1,28,0,2,1,59092,26,44,1.0
0,36.0,1,15,0,0,1,31758,124,16,0.0
0,27.0,1,28,1,1,0,46886,152,78,0.0
0,50.0,1,21,0,0,1,29608,26,276,1.0
0,22.0,1,6,1,1,0,17863,152,26,0.0
0,28.0,1,23,0,1,1,71736,152,117,1.0
0,23.0,1,2,0,1,1,39617,26,231,1.0
1,23.0,1,29,1,1,0,2630,152,105,0.0
1,34.0,1,37,0,0,1,37112,156,183,1.0
1,23.0,1,8,1,1,0,43694,152,182,0.0
1,71.0,1,28,1,0,1,2630,124,131,0.0
0,46.0,1,28,1,0,0,40845,124,13,0.0
1,28.0,1,29,0,1,1,30404,154,145,1.0
0,33.0,1,41,0,0,1,33932,12,60,1.0
1,53.0,1,28,0,0,1,57171,124,91,1.0
0,32.0,1,27,0,1,1,2630,160,117,0.0
1,40.0,1,0,0,0,1,2630,52,117,1.0
1,26.0,1,37,0,1,1,35041,152,247,0.0
1,27.0,1,17,1,1,0,31807,152,149,0.0
0,38.0,1,28,0,0,1,45714,124,199,1.0
1,21.0,1,47,1,1,0,38048,160,101,0.0
1,38.0,1,28,0,0,1,42189,124,114,1.0
0,73.0,1,28,0,0,1,31120,26,112,0.0
1,27.0,1,18,1,1,0,38854,152,244,0.0
0,43.0,1,28,0,0,1,39973,124,107,1.0
0,22.0,1,17,1,1,0,42032,152,152,0.0
0,22.0,1,36,1,1,0,38097,152,292,0.0
0,45.0,1,14,0,0,1,2630,157,57,1.0
0,22.0,1,36,1,1,0,40151,152,55,0.0
1,40.0,1,28,0,0,1,62684,26,259,1.0
0,49.0,1,45,1,0,0,30541,152,163,0.0
0,54.0,1,33,0,0,1,2630,156,94,1.0
1,56.0,1,28,0,2,1,55271,26,209,1.0
0,23.0,1,27,0,1,1,50913,152,161,0.0
0,45.0,1,28,1,0,0,39160,124,168,0.0
1,52.0,1,15,0,0,1,2630,124,240,1.0
0,57.0,1,41,0,0,1,36283,26,142,1.0
1,57.0,1,28,0,2,1,48608,26,73,1.0
1,41.0,1,47,0,0,1,37694,124,32,1.0
1,28.0,1,28,0,1,1,42345,124,159,1.0
1,49.0,1,41,0,0,1,2630,156,261,0.0
0,44.0,1,28,0,0,1,50209,124,118,0.0
1,39.0,1,8,0,0,1,45238,124,75,0.0
1,57.0,1,12,0,0,1,27426,157,229,1.0
1,73.0,1,31,1,0,0,2630,9,174,0.0
1,32.0,1,36,0,0,1,2630,156,30,1.0
1,21.0,1,32,0,1,1,29699,152,281,0.0
1,24.0,1,12,1,1,0,31591,152,132,0.0
0,42.0,1,36,0,0,1,28146,124,288,1.0
1,32.0,1,48,0,0,1,2630,157,62,1.0
1,45.0,1,46,0,0,1,23507,26,289,0.0
1,38.0,1,24,0,0,1,27669,124,290,0.0
1,50.0,1,28,0,0,1,48231,52,196,0.0
0,50.0,1,39,0,0,0,2630,124,243,1.0
1,71.0,1,29,1,0,0,60779,124,45,0.0
1,42.0,1,29,0,0,1,38107,124,158,1.0
0,35.0,1,49,0,0,1,2630,156,88,1.0
1,49.0,1,18,0,0,1,34817,26,296,1.0
1,32.0,1,28,0,1,1,38386,157,187,1.0
0,59.0,1,28,1,0,0,39871,26,213,0.0
1,67.0,1,28,0,0,1,62477,124,146,0.0
0,49.0,1,28,0,0,1,24433,124,102,1.0
1,51.0,1,12,0,0,1,29621,124,78,0.0
1,31.0,1,19,0,0,1,2630,154,42,1.0
1,49.0,1,28,1,0,0,49203,26,259,0.0
1,46.0,1,28,0,0,1,30060,54,92,1.0
0,66.0,1,28,0,0,1,62748,26,274,1.0
1,64.0,1,8,0,0,1,42396,124,269,1.0
1,55.0,1,28,0,0,1,24529,26,299,1.0
1,24.0,1,13,1,1,0,40182,152,89,0.0
1,33.0,1,28,0,1,1,36851,124,32,1.0
1,52.0,1,41,0,0,1,34620,12,128,1.0
0,29.0,1,39,0,0,1,36349,26,291,0.0
0,27.0,1,13,0,1,1,27716,152,282,0.0
1,45.0,1,28,0,0,1,32204,26,15,0.0
0,52.0,1,28,0,0,1,36352,26,270,0.0
1,42.0,1,8,0,0,1,37979,124,271,0.0
0,47.0,1,9,1,0,0,2630,152,54,0.0
0,41.0,1,28,1,0,0,40398,26,73,0.0
1,51.0,1,46,0,0,1,17762,124,51,1.0
1,43.0,1,39,0,0,1,23824,122,47,1.0
0,54.0,1,28,0,0,1,39037,13,292,1.0
0,44.0,1,18,0,0,0,28335,157,43,0.0
0,27.0,1,33,1,1,0,32257,152,146,0.0
0,32.0,1,28,0,0,1,37568,124,48,1.0
1,23.0,1,9,1,1,0,2630,152,238,0.0
1,54.0,1,28,1,0,0,49071,25,251,0.0
0,30.0,1,45,1,1,0,24565,152,169,0.0
1,32.0,1,2,0,1,1,2630,124,70,1.0
0,25.0,1,41,1,1,0,23459,152,129,0.0
1,28.0,1,30,1,1,0,29092,152,90,0.0
1,76.0,1,46,0,0,1,35374,26,89,0.0
0,73.0,1,28,0,0,1,27998,124,166,0.0
0,25.0,1,3,1,1,0,2630,152,76,0.0
0,39.0,1,28,0,0,1,35988,155,115,0.0
0,47.0,1,45,0,0,1,53231,124,199,0.0
0,52.0,1,14,0,0,1,32083,26,118,1.0
0,27.0,1,46,0,1,1,22839,152,150,1.0
1,46.0,1,28,0,0,1,46504,26,181,1.0
1,24.0,1,7,1,1,0,2630,152,141,0.0
0,27.0,1,15,1,1,0,38457,152,246,0.0
1,71.0,1,28,0,2,1,55066,122,232,0.0
1,35.0,1,30,0,0,1,28781,124,249,1.0
1,43.0,1,26,0,0,1,2630,120,243,1.0
1,24.0,1,15,1,1,0,35946,152,143,0.0
1,47.0,1,8,0,0,1,41676,124,202,1.0
0,26.0,1,21,1,1,0,34994,152,288,0.0
0,21.0,1,8,0,1,1,30955,160,134,0.0
1,66.0,1,28,1,0,0,29068,26,174,0.0
1,55.0,1,28,0,0,1,44315,26,155,1.0
0,43.0,1,28,0,0,1,26154,26,57,1.0
0,27.0,1,30,0,1,1,36572,152,117,0.0
1,25.0,1,28,1,1,0,43683,152,192,0.0
0,66.0,1,28,1,0,0,59681,122,235,0.0
1,47.0,1,28,0,2,1,67149,26,118,0.0
1,32.0,1,3,0,1,1,2630,122,294,1.0
0,51.0,1,28,1,0,0,48408,26,33,0.0
1,58.0,1,8,0,0,1,58639,26,42,1.0
1,38.0,1,28,0,0,1,47215,26,40,1.0
0,21.0,1,26,1,1,0,29930,160,161,0.0
1,50.0,1,28,0,0,1,51663,125,127,1.0
1,44.0,1,28,0,0,1,27665,125,256,0.0
1,23.0,1,25,0,1,1,33459,152,78,1.0
1,53.0,1,2,1,0,0,29494,19,86,0.0
1,47.0,1,28,0,0,1,2630,122,201,1.0
1,50.0,1,15,0,0,1,28620,26,143,1.0
0,58.0,1,28,0,0,1,26209,26,72,0.0
0,54.0,1,8,1,0,0,2630,124,36,0.0
1,26.0,1,30,0,0,1,27832,124,161,1.0
1,46.0,1,46,1,0,0,32362,26,73,0.0
0,56.0,1,29,0,0,1,2630,26,58,1.0
0,33.0,1,46,1,1,0,22176,152,124,0.0
0,46.0,1,28,0,0,1,41783,29,48,1.0
1,24.0,1,35,1,1,0,26714,152,126,0.0
1,62.0,1,30,0,0,1,2630,156,54,0.0
1,67.0,1,46,1,0,0,2630,11,169,0.0
0,25.0,1,3,0,1,1,2630,152,298,1.0
1,44.0,1,28,0,0,1,2630,26,148,0.0
1,45.0,1,7,0,0,1,39515,124,128,1.0
1,41.0,1,28,1,0,0,31532,26,285,0.0
0,38.0,1,33,0,0,1,27507,154,218,1.0
0,25.0,1,28,0,1,1,28211,26,32,1.0
1,58.0,1,28,0,2,1,50963,25,254,1.0
1,62.0,1,28,0,0,1,25497,124,79,1.0
0,50.0,1,28,0,0,0,36844,26,58,0.0
1,43.0,1,29,0,0,1,40177,26,94,1.0
0,25.0,1,46,0,1,0,2630,160,286,1.0
0,30.0,1,6,0,1,1,25011,124,206,1.0
1,25.0,1,41,1,1,0,32909,152,224,0.0
0,43.0,1,28,0,0,1,56026,124,160,1.0
0,25.0,1,7,1,1,0,2630,152,88,0.0
1,22.0,1,14,0,1,0,37401,152,247,1.0
0,42.0,1,28,0,0,1,44265,124,200,1.0
0,24.0,1,42,1,1,0,2630,152,296,0.0
1,24.0,1,15,1,1,1,2630,160,129,0.0
0,53.0,1,33,1,0,1,35862,26,194,0.0
1,42.0,1,28,0,2,1,49149,26,81,0.0
1,32.0,1,29,0,0,1,21729,26,88,1.0
1,27.0,1,30,1,1,0,27804,152,250,0.0
0,42.0,1,28,0,0,1,41680,26,55,1.0
0,38.0,1,7,0,1,1,2630,124,182,1.0
1,30.0,1,29,0,0,1,35246,157,10,1.0
1,47.0,1,48,0,0,1,2630,124,274,0.0
1,28.0,1,20,0,0,1,2630,124,281,1.0
1,35.0,1,3,0,0,1,25048,124,83,1.0
1,47.0,1,47,0,0,1,28827,124,96,0.0
1,41.0,1,39,0,0,1,2630,155,112,0.0
0,23.0,1,41,0,1,1,2630,122,98,1.0
1,38.0,1,28,0,0,1,2630,158,143,1.0
1,24.0,1,6,1,1,0,2630,152,255,0.0
0,22.0,1,8,1,1,0,28813,160,153,0.0
0,24.0,1,28,1,1,0,67122,160,17,0.0
0,24.0,1,16,1,1,1,2630,152,190,0.0
0,64.0,1,28,1,0,0,24012,124,222,0.0
0,44.0,1,6,1,0,0,16526,124,91,0.0
1,51.0,1,28,0,0,1,20827,124,155,0.0
0,24.0,1,25,1,1,0,22906,152,288,0.0
0,32.0,1,28,0,1,1,41656,26,295,0.0
1,21.0,1,8,1,1,0,29608,160,219,0.0
0,21.0,1,27,0,1,1,31680,152,150,0.0
1,36.0,1,30,1,0,0,24279,152,188,0.0
0,42.0,1,28,0,0,1,30335,124,245,1.0
1,33.0,1,3,0,1,1,19328,152,265,0.0
1,25.0,1,28,0,1,1,27440,152,252,1.0
0,25.0,1,10,1,1,0,28628,152,198,0.0
0,26.0,1,29,1,1,0,46747,152,259,0.0
1,22.0,1,33,1,1,0,26968,152,111,0.0
1,56.0,1,28,0,2,1,2630,122,38,1.0
1,31.0,1,45,1,0,0,28432,26,131,0.0
0,22.0,1,9,1,1,1,2630,152,161,0.0
0,26.0,1,23,1,1,0,20109,152,133,0.0
1,70.0,1,8,0,0,1,76646,26,15,0.0
1,21.0,1,46,1,1,0,19975,160,268,0.0
0,21.0,1,26,1,1,0,29184,152,19,0.0
1,49.0,1,28,0,0,1,31995,124,297,1.0
1,23.0,1,28,0,0,1,43512,26,46,0.0
1,39.0,1,33,0,0,1,2630,163,63,0.0
0,37.0,1,28,0,0,1,34525,125,34,0.0
1,38.0,1,28,0,0,1,28801,26,34,1.0
1,45.0,1,47,0,2,1,2630,16,56,1.0
1,49.0,1,28,0,0,1,43512,124,84,1.0
0,21.0,1,50,0,1,1,21935,152,103,0.0
1,40.0,1,28,0,0,1,36463,26,264,1.0
0,32.0,1,8,0,1,1,58055,26,297,1.0
0,51.0,1,28,0,0,1,36093,26,218,1.0
1,69.0,1,28,0,0,1,42854,124,89,1.0
0,23.0,1,30,1,1,0,27150,152,237,0.0
0,23.0,1,30,0,1,1,36528,152,251,1.0
0,50.0,1,11,0,0,1,35427,124,237,1.0
1,45.0,1,46,1,0,1,29555,26,284,0.0
0,50.0,1,10,0,0,1,2630,156,255,1.0
0,53.0,1,28,0,2,1,65412,26,186,1.0
0,22.0,1,4,1,1,0,21935,160,81,0.0
1,45.0,1,15,1,0,1,27370,26,79,0.0
0,26.0,1,18,1,1,0,40945,152,73,0.0
0,39.0,1,8,1,0,0,24030,25,123,0.0
0,21.0,1,47,0,1,1,36525,160,199,0.0
1,71.0,1,48,0,0,0,2630,124,79,0.0
0,32.0,1,24,0,0,1,2630,157,20,1.0
1,62.0,1,8,0,0,1,33056,25,264,0.0
1,49.0,1,28,0,0,1,32776,26,58,1.0
1,34.0,1,35,0,0,1,42508,124,151,1.0
1,59.0,1,28,0,0,1,45957,26,17,1.0
0,26.0,1,28,0,0,1,30033,26,186,0.0
1,23.0,1,28,0,1,1,30751,152,56,1.0
1,75.0,1,28,0,0,1,28510,124,211,1.0
1,23.0,1,45,1,1,1,30475,152,170,0.0
0,70.0,1,29,0,0,1,45890,122,238,1.0
0,71.0,1,48,0,0,1,2630,26,206,0.0
1,27.0,1,8,0,1,1,32831,152,52,1.0
1,22.0,1,35,1,1,0,19736,152,152,0.0
1,55.0,1,48,0,0,1,2630,26,203,0.0
0,23.0,1,20,1,1,0,2630,152,273,0.0
1,48.0,1,28,0,0,1,36779,26,245,1.0
0,43.0,1,6,0,2,1,21558,124,180,0.0
0,42.0,1,16,0,0,1,2630,157,126,1.0
1,45.0,1,28,0,2,1,44783,124,133,1.0
1,36.0,1,30,1,0,0,28740,152,84,0.0
0,42.0,1,28,0,0,1,32543,124,69,0.0
1,53.0,1,24,0,2,1,26815,124,236,1.0
0,68.0,1,28,0,2,1,54211,122,126,0.0
1,41.0,1,28,0,2,1,47513,26,65,1.0
1,40.0,1,40,0,0,1,23626,26,56,1.0
1,60.0,1,39,1,0,0,2630,26,240,0.0
1,23.0,1,34,0,1,1,44346,152,237,1.0
1,31.0,1,30,1,1,0,29193,152,222,0.0
1,67.0,1,30,0,0,1,2630,124,24,0.0
1,40.0,1,23,0,0,0,2630,157,36,0.0
1,43.0,1,28,0,0,1,27115,26,160,1.0
1,32.0,1,37,0,1,1,45218,152,294,0.0
0,36.0,1,46,0,0,1,35196,157,82,1.0
1,30.0,1,40,1,0,0,26141,125,208,0.0
1,39.0,1,47,0,0,1,39447,124,84,0.0
0,45.0,1,30,0,0,1,29117,124,221,1.0
0,24.0,1,30,1,1,0,22245,152,219,0.0
0,64.0,1,28,0,0,1,52141,24,13,1.0
1,33.0,1,8,1,1,0,44163,152,129,0.0
1,25.0,1,35,0,1,1,22575,152,173,1.0
0,43.0,1,28,0,0,1,33784,122,159,1.0
1,52.0,1,28,0,2,1,40679,26,191,1.0
0,21.0,1,28,0,1,1,36664,152,26,0.0
1,25.0,1,4,0,1,1,41953,152,19,1.0
1,34.0,1,28,0,0,1,51134,124,51,1.0
0,42.0,1,31,0,0,1,2630,124,84,0.0
1,45.0,1,28,0,0,1,40238,124,143,1.0
0,33.0,1,28,0,0,1,25006,122,146,1.0
1,24.0,1,33,0,1,1,32273,26,72,1.0
1,55.0,1,28,0,0,1,37852,163,207,0.0
1,39.0,1,28,0,0,1,28096,124,268,1.0
0,31.0,1,10,0,0,1,31521,124,248,1.0
0,23.0,1,41,1,1,0,31483,152,125,0.0
0,21.0,1,15,1,1,0,30069,152,150,0.0
0,45.0,1,28,0,0,1,26995,26,15,0.0
1,32.0,1,30,0,0,1,25702,124,276,0.0
0,42.0,1,46,0,0,1,39248,124,121,1.0
0,54.0,1,28,0,2,1,57334,122,94,1.0
0,23.0,1,8,1,1,0,33876,160,62,0.0
1,47.0,1,28,0,0,1,50512,26,182,1.0
0,44.0,1,8,0,0,1,30657,124,135,1.0
1,31.0,1,9,0,0,0,36817,124,263,0.0
1,69.0,1,1,1,0,0,2630,124,191,0.0
1,54.0,1,35,0,0,1,36269,10,52,1.0
